seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness
319,J0158,Gear Box Cover,Milling,41,36,191,3,13.67,7314,7355,7278,7319,7164
320,J0175,Gear Box Cover,Milling,41,1,57,4,10.25,7355,7396,7354,7395,7339
321,J0185,Battery Module Cover,Assembly,41,422,563,4,10.25,7396,7437,6974,7015,6874
322,J0208,Brake Component,Drilling,41,167,295,4,10.25,7437,7478,7270,7311,7183
323,J0246,Brake Component,Grinding,41,391,456,5,8.2,7478,7519,7087,7128,7063
324,J0506,Battery Module Cover,Assembly,41,51,135,5,8.2,7519,7560,7468,7509,7425
325,J0566,Battery Module Cover,Milling,41,330,466,4,10.25,7560,7601,7230,7271,7135
326,J0570,Engine Bracket,Grinding,41,492,681,3,13.67,7601,7642,7109,7150,6961
327,J0652,Engine Bracket,Milling,41,4,97,3,13.67,7642,7683,7638,7679,7586
328,J0727,Brake Component,Grinding,41,97,178,4,10.25,7683,7724,7586,7627,7546
329,J0775,Brake Component,Drilling,41,135,270,4,10.25,7724,7765,7589,7630,7495
330,J0879,Gear Box Cover,Milling,41,302,408,3,13.67,7765,7806,7463,7504,7398
331,J0891,Battery Module Cover,Milling,41,261,390,4,10.25,7806,7847,7545,7586,7457
332,J0031,Gear Box Cover,Milling,42,174,269,3,14.0,7847,7889,7673,7715,7620
333,J0197,Engine Bracket,Grinding,42,224,337,3,14.0,7889,7931,7665,7707,7594
334,J0330,Brake Component,Grinding,42,401,517,4,10.5,7931,7973,7530,7572,7456
335,J0449,Battery Module Cover,Milling,42,62,122,5,8.4,7973,8015,7911,7953,7893
336,J0458,Engine Bracket,Grinding,42,258,368,3,14.0,8015,8057,7757,7799,7689
337,J0525,Brake Component,Grinding,42,110,240,4,10.5,8057,8099,7947,7989,7859
338,J0554,Brake Component,Grinding,42,210,302,5,8.4,8099,8141,7889,7931,7839
339,J0562,Engine Bracket,Grinding,42,56,195,3,14.0,8141,8183,8085,8127,7988
340,J0643,Brake Component,Drilling,42,212,305,4,10.5,8183,8225,7971,8013,7920
341,J0694,Brake Component,Grinding,42,364,449,5,8.4,8225,8267,7861,7903,7818
342,J0715,Brake Component,Drilling,42,364,454,4,10.5,8267,8309,7903,7945,7855
343,J0771,Engine Bracket,Grinding,42,145,253,3,14.0,8309,8351,8164,8206,8098
344,J0797,Gear Box Cover,Milling,42,449,584,3,14.0,8351,8393,7902,7944,7809
345,J0801,Gear Box Cover,Milling,42,110,197,3,14.0,8393,8435,8283,8325,8238
346,J0850,Battery Module Cover,Assembly,42,275,371,4,10.5,8435,8477,8160,8202,8106
347,J0896,Gear Box Cover,Milling,42,362,470,3,14.0,8477,8519,8115,8157,8049
348,J0946,Battery Module Cover,Milling,42,30,179,4,10.5,8519,8561,8489,8531,8382
349,J0027,Battery Module Cover,Milling,43,353,515,4,10.75,8561,8604,8208,8251,8089
350,J0123,Engine Bracket,Grinding,43,469,578,3,14.33,8604,8647,8135,8178,8069
351,J0148,Battery Module Cover,Milling,43,351,514,4,10.75,8647,8690,8296,8339,8176
352,J0281,Gear Box Cover,Milling,43,50,215,3,14.33,8690,8733,8640,8683,8518
353,J0518,Brake Component,Drilling,43,148,277,4,10.75,8733,8776,8585,8628,8499
354,J0817,Engine Bracket,Milling,43,395,531,3,14.33,8776,8819,8381,8424,8288
355,J0871,Engine Bracket,Grinding,43,181,266,3,14.33,8819,8862,8638,8681,8596
356,J0932,Battery Module Cover,Assembly,43,33,150,4,10.75,8862,8905,8829,8872,8755
357,J0940,Engine Bracket,Milling,43,15,160,3,14.33,8905,8948,8890,8933,8788
358,J0024,Engine Bracket,Grinding,44,77,140,4,11.0,8948,8992,8871,8915,8852
359,J0306,Gear Box Cover,Milling,44,406,528,3,14.67,8992,9036,8586,8630,8508
360,J0327,Brake Component,Drilling,44,397,491,5,8.8,9036,9080,8639,8683,8589
361,J0334,Engine Bracket,Milling,44,437,531,3,14.67,9080,9124,8643,8687,8593
362,J0396,Brake Component,Drilling,44,252,349,4,11.0,9124,9168,8872,8916,8819
363,J0422,Gear Box Cover,Milling,44,262,366,4,11.0,9168,9212,8906,8950,8846
364,J0486,Gear Box Cover,Drilling,44,94,280,3,14.67,9212,9256,9118,9162,8976
365,J0487,Brake Component,Grinding,44,297,486,4,11.0,9256,9300,8959,9003,8814
366,J0610,Brake Component,Grinding,44,428,498,5,8.8,9300,9344,8872,8916,8846
367,J0622,Brake Component,Drilling,44,287,383,4,11.0,9344,9388,9057,9101,9005
368,J0664,Gear Box Cover,Drilling,44,450,561,3,14.67,9388,9432,8938,8982,8871
369,J0666,Engine Bracket,Milling,44,144,198,4,11.0,9432,9476,9288,9332,9278
370,J0746,Brake Component,Drilling,44,356,420,5,8.8,9476,9520,9120,9164,9100
371,J0784,Brake Component,Drilling,44,112,286,4,11.0,9520,9564,9408,9452,9278
372,J0884,Brake Component,Drilling,44,254,346,4,11.0,9564,9608,9310,9354,9262
373,J0888,Brake Component,Drilling,44,284,420,4,11.0,9608,9652,9324,9368,9232
374,J0021,Brake Component,Grinding,45,469,564,4,11.25,9652,9697,9183,9228,9133
375,J0022,Brake Component,Grinding,45,281,383,4,11.25,9697,9742,9416,9461,9359
376,J0040,Battery Module Cover,Milling,45,182,335,4,11.25,9742,9787,9560,9605,9452
377,J0098,Gear Box Cover,Milling,45,137,255,3,15.0,9787,9832,9650,9695,9577
378,J0192,Battery Module Cover,Milling,45,218,312,4,11.25,9832,9877,9614,9659,9565
379,J0248,Drive Shaft,Grinding,45,382,446,5,9.0,9877,9922,9495,9540,9476
380,J0257,Gear Box Cover,Milling,45,462,520,4,11.25,9922,9967,9460,9505,9447
381,J0459,Brake Component,Grinding,45,397,540,4,11.25,9967,10012,9570,9615,9472
382,J0485,Drive Shaft,Grinding,45,402,550,4,11.25,10012,10057,9610,9655,9507
383,J0560,Brake Component,Grinding,45,425,598,4,11.25,10057,10102,9632,9677,9504
384,J0592,Brake Component,Drilling,45,455,635,4,11.25,10102,10147,9647,9692,9512
385,J0639,Battery Module Cover,Assembly,45,37,195,4,11.25,10147,10192,10110,10155,9997
386,J0667,Gear Box Cover,Milling,45,163,324,3,15.0,10192,10237,10029,10074,9913
387,J0673,Brake Component,Grinding,45,46,213,4,11.25,10237,10282,10191,10236,10069
388,J0683,Engine Bracket,Milling,45,352,436,4,11.25,10282,10327,9930,9975,9891
389,J0770,Gear Box Cover,Milling,45,291,440,3,15.0,10327,10372,10036,10081,9932
390,J0919,Engine Bracket,Grinding,45,174,262,3,15.0,10372,10417,10198,10243,10155
391,J0963,Engine Bracket,Milling,45,16,144,3,15.0,10417,10462,10401,10446,10318
392,J0147,Gear Box Cover,Drilling,46,385,458,4,11.5,10462,10508,10077,10123,10050
393,J0354,Gear Box Cover,Drilling,46,257,407,3,15.33,10508,10554,10251,10297,10147
394,J0382,Drive Shaft,Grinding,46,425,500,5,9.2,10554,10600,10129,10175,10100
395,J0406,Battery Module Cover,Milling,46,229,362,4,11.5,10600,10646,10371,10417,10284
396,J0493,Battery Module Cover,Assembly,46,209,346,4,11.5,10646,10692,10437,10483,10346
397,J0549,Gear Box Cover,Drilling,46,354,528,3,15.33,10692,10738,10338,10384,10210
398,J0618,Engine Bracket,Milling,46,296,411,3,15.33,10738,10784,10442,10488,10373
399,J0740,Battery Module Cover,Milling,46,7,164,4,11.5,10784,10830,10777,10823,10666
400,J0867,Brake Component,Grinding,46,460,561,5,9.2,10830,10876,10370,10416,10315
401,J0980,Drive Shaft,Grinding,46,227,399,4,11.5,10876,10922,10649,10695,10523
402,J0076,Drive Shaft,Grinding,47,173,316,4,11.75,10922,10969,10749,10796,10653
403,J0078,Battery Module Cover,Assembly,47,470,570,4,11.75,10969,11016,10499,10546,10446
404,J0179,Battery Module Cover,Milling,47,165,312,4,11.75,11016,11063,10851,10898,10751
405,J0381,Engine Bracket,Grinding,47,31,201,3,15.67,11063,11110,11032,11079,10909
406,J0385,Engine Bracket,Grinding,47,216,321,4,11.75,11110,11157,10894,10941,10836
407,J0521,Gear Box Cover,Drilling,47,121,243,3,15.67,11157,11204,11036,11083,10961
408,J0547,Engine Bracket,Milling,47,383,523,3,15.67,11204,11251,10821,10868,10728
409,J0606,Engine Bracket,Milling,47,281,445,3,15.67,11251,11298,10970,11017,10853
410,J0626,Engine Bracket,Milling,47,446,584,3,15.67,11298,11345,10852,10899,10761
411,J0714,Gear Box Cover,Drilling,47,122,283,3,15.67,11345,11392,11223,11270,11109
412,J0796,Brake Component,Grinding,47,405,530,4,11.75,11392,11439,10987,11034,10909
413,J0020,Gear Box Cover,Milling,48,393,575,3,16.0,11439,11487,11046,11094,10912
414,J0134,Engine Bracket,Milling,48,401,492,3,16.0,11487,11535,11086,11134,11043
415,J0170,Gear Box Cover,Milling,48,12,118,3,16.0,11535,11583,11523,11571,11465
416,J0283,Engine Bracket,Grinding,48,24,159,3,16.0,11583,11631,11559,11607,11472
417,J0284,Engine Bracket,Grinding,48,316,504,3,16.0,11631,11679,11315,11363,11175
418,J0428,Engine Bracket,Milling,48,222,306,4,12.0,11679,11727,11457,11505,11421
419,J0529,Battery Module Cover,Assembly,48,446,620,4,12.0,11727,11775,11281,11329,11155
420,J0561,Engine Bracket,Milling,48,249,344,3,16.0,11775,11823,11526,11574,11479
421,J0573,Engine Bracket,Milling,48,69,204,3,16.0,11823,11871,11754,11802,11667
422,J0766,Engine Bracket,Milling,48,86,185,3,16.0,11871,11919,11785,11833,11734
423,J0825,Brake Component,Grinding,48,206,280,5,9.6,11919,11967,11713,11761,11687
424,J0913,Gear Box Cover,Drilling,48,32,178,3,16.0,11967,12015,11935,11983,11837
425,J0982,Gear Box Cover,Milling,48,277,382,3,16.0,12015,12063,11738,11786,11681
426,J0110,Engine Bracket,Milling,49,427,522,3,16.33,12063,12112,11636,11685,11590
427,J0194,Gear Box Cover,Milling,49,68,236,3,16.33,12112,12161,12044,12093,11925
428,J0231,Brake Component,Grinding,49,428,517,5,9.8,12161,12210,11733,11782,11693
429,J0301,Brake Component,Grinding,49,329,448,4,12.25,12210,12259,11881,11930,11811
430,J0308,Engine Bracket,Milling,49,237,321,4,12.25,12259,12308,12022,12071,11987
431,J0491,Gear Box Cover,Drilling,49,237,402,3,16.33,12308,12357,12071,12120,11955
432,J0524,Brake Component,Grinding,49,428,547,4,12.25,12357,12406,11929,11978,11859
433,J0532,Engine Bracket,Milling,49,363,433,4,12.25,12406,12455,12043,12092,12022
434,J0577,Battery Module Cover,Assembly,49,352,458,4,12.25,12455,12504,12103,12152,12046
435,J0663,Gear Box Cover,Milling,49,181,367,3,16.33,12504,12553,12323,12372,12186
436,J0814,Drive Shaft,Grinding,49,485,591,4,12.25,12553,12602,12068,12117,12011
437,J0954,Engine Bracket,Milling,49,411,541,3,16.33,12602,12651,12191,12240,12110
438,J0001,Engine Bracket,Milling,50,333,427,4,12.5,12651,12701,12318,12368,12274
439,J0052,Gear Box Cover,Drilling,50,380,562,3,16.67,12701,12751,12321,12371,12189
440,J0091,Battery Module Cover,Milling,50,478,652,4,12.5,12751,12801,12273,12323,12149
441,J0128,Engine Bracket,Grinding,50,61,151,3,16.67,12801,12851,12740,12790,12700
442,J0138,Battery Module Cover,Assembly,50,241,367,4,12.5,12851,12901,12610,12660,12534
443,J0199,Engine Bracket,Milling,50,128,282,3,16.67,12901,12951,12773,12823,12669
444,J0253,Brake Component,Grinding,50,81,156,5,10.0,12951,13001,12870,12920,12845
445,J0273,Engine Bracket,Milling,50,318,480,3,16.67,13001,13051,12683,12733,12571
446,J0345,Battery Module Cover,Assembly,50,430,609,4,12.5,13051,13101,12621,12671,12492
447,J0383,Battery Module Cover,Milling,50,192,330,4,12.5,13101,13151,12909,12959,12821
448,J0516,Gear Box Cover,Drilling,50,448,540,3,16.67,13151,13201,12703,12753,12661
449,J0613,Brake Component,Grinding,50,495,583,5,10.0,13201,13251,12706,12756,12668
450,J0717,Gear Box Cover,Drilling,50,269,441,3,16.67,13251,13301,12982,13032,12860
451,J0826,Engine Bracket,Grinding,50,197,347,3,16.67,13301,13351,13104,13154,13004
452,J0075,Gear Box Cover,Drilling,51,100,202,3,17.0,13351,13402,13251,13302,13200
453,J0252,Engine Bracket,Milling,51,298,406,3,17.0,13402,13453,13104,13155,13047
454,J0336,Drive Shaft,Lathe,51,107,281,4,12.75,13453,13504,13346,13397,13223
455,J0375,Drive Shaft,Lathe,51,31,133,5,10.2,13504,13555,13473,13524,13422
456,J0390,Gear Box Cover,Milling,51,300,492,3,17.0,13555,13606,13255,13306,13114
457,J0646,Engine Bracket,Milling,51,314,511,3,17.0,13606,13657,13292,13343,13146
458,J0760,Drive Shaft,Grinding,51,88,236,4,12.75,13657,13708,13569,13620,13472
459,J0823,Drive Shaft,Grinding,51,300,440,4,12.75,13708,13759,13408,13459,13319
460,J0030,Drive Shaft,Grinding,52,97,172,5,10.4,13759,13811,13662,13714,13639
461,J0058,Brake Component,Grinding,52,123,256,4,13.0,13811,13863,13688,13740,13607
462,J0080,Engine Bracket,Milling,52,434,630,3,17.33,13863,13915,13429,13481,13285
463,J0150,Gear Box Cover,Drilling,52,488,684,3,17.33,13915,13967,13427,13479,13283
464,J0240,Brake Component,Grinding,52,121,217,4,13.0,13967,14019,13846,13898,13802
465,J0323,Drive Shaft,Grinding,52,129,272,4,13.0,14019,14071,13890,13942,13799
466,J0333,Gear Box Cover,Drilling,52,319,495,3,17.33,14071,14123,13752,13804,13628
467,J0348,Drive Shaft,Lathe,52,312,421,5,10.4,14123,14175,13811,13863,13754
468,J0409,Drive Shaft,Grinding,52,51,161,5,10.4,14175,14227,14124,14176,14066
469,J0434,Drive Shaft,Grinding,52,265,399,4,13.0,14227,14279,13962,14014,13880
470,J0467,Battery Module Cover,Milling,52,124,310,4,13.0,14279,14331,14155,14207,14021
471,J0544,Gear Box Cover,Drilling,52,343,479,3,17.33,14331,14383,13988,14040,13904
472,J0661,Drive Shaft,Grinding,52,116,260,4,13.0,14383,14435,14267,14319,14175
473,J0757,Battery Module Cover,Assembly,52,71,261,4,13.0,14435,14487,14364,14416,14226
474,J0811,Drive Shaft,Grinding,52,464,619,4,13.0,14487,14539,14023,14075,13920
475,J0956,Drive Shaft,Lathe,52,306,490,4,13.0,14539,14591,14233,14285,14101
476,J0987,Engine Bracket,Grinding,52,360,492,3,17.33,14591,14643,14231,14283,14151
477,J0018,Battery Module Cover,Milling,53,366,544,4,13.25,14643,14696,14277,14330,14152
478,J0069,Engine Bracket,Milling,53,70,213,3,17.67,14696,14749,14626,14679,14536
479,J0427,Engine Bracket,Milling,53,0,160,3,17.67,14749,14802,14749,14802,14642
480,J0569,Drive Shaft,Lathe,53,396,507,4,13.25,14802,14855,14406,14459,14348
481,J0587,Engine Bracket,Grinding,53,246,356,3,17.67,14855,14908,14609,14662,14552
482,J0616,Battery Module Cover,Assembly,53,86,272,4,13.25,14908,14961,14822,14875,14689
483,J0630,Gear Box Cover,Drilling,53,202,333,3,17.67,14961,15014,14759,14812,14681
484,J0728,Brake Component,Grinding,53,134,221,5,10.6,15014,15067,14880,14933,14846
485,J0776,Gear Box Cover,Milling,53,291,394,3,17.67,15067,15120,14776,14829,14726
486,J0810,Engine Bracket,Grinding,53,156,329,3,17.67,15120,15173,14964,15017,14844
487,J0851,Gear Box Cover,Milling,53,322,457,3,17.67,15173,15226,14851,14904,14769
488,J0852,Battery Module Cover,Assembly,53,284,403,4,13.25,15226,15279,14942,14995,14876
489,J0854,Engine Bracket,Grinding,53,32,160,3,17.67,15279,15332,15247,15300,15172
490,J0860,Gear Box Cover,Milling,53,388,498,4,13.25,15332,15385,14944,14997,14887
491,J0872,Brake Component,Grinding,53,223,408,4,13.25,15385,15438,15162,15215,15030
492,J0881,Drive Shaft,Grinding,53,291,390,4,13.25,15438,15491,15147,15200,15101
493,J0915,Brake Component,Grinding,53,353,526,4,13.25,15491,15544,15138,15191,15018
494,J0975,Engine Bracket,Milling,53,124,284,3,17.67,15544,15597,15420,15473,15313
495,J0010,Gear Box Cover,Drilling,54,299,439,3,18.0,15597,15651,15298,15352,15212
496,J0019,Engine Bracket,Milling,54,181,252,4,13.5,15651,15705,15470,15524,15453
497,J0085,Engine Bracket,Milling,54,5,169,3,18.0,15705,15759,15700,15754,15590
498,J0140,Gear Box Cover,Milling,54,247,391,3,18.0,15759,15813,15512,15566,15422
499,J0339,Brake Component,Grinding,54,85,267,4,13.5,15813,15867,15728,15782,15600
500,J0414,Drive Shaft,Lathe,54,80,202,4,13.5,15867,15921,15787,15841,15719
501,J0465,Engine Bracket,Milling,54,302,414,3,18.0,15921,15975,15619,15673,15561
502,J0632,Drive Shaft,Grinding,54,471,540,5,10.8,15975,16029,15504,15558,15489
503,J0798,Gear Box Cover,Drilling,54,74,195,3,18.0,16029,16083,15955,16009,15888
504,J0809,Drive Shaft,Grinding,54,263,413,4,13.5,16083,16137,15820,15874,15724
505,J0886,Drive Shaft,Lathe,54,124,200,5,10.8,16137,16191,16013,16067,15991
506,J0047,Engine Bracket,Milling,55,319,492,3,18.33,16191,16246,15872,15927,15754
507,J0129,Engine Bracket,Grinding,55,61,181,3,18.33,16246,16301,16185,16240,16120
508,J0155,Drive Shaft,Grinding,55,282,377,4,13.75,16301,16356,16019,16074,15979
509,J0163,Drive Shaft,Grinding,55,131,280,4,13.75,16356,16411,16225,16280,16131
510,J0328,Brake Component,Grinding,55,369,482,4,13.75,16411,16466,16042,16097,15984
511,J0364,Brake Component,Grinding,55,363,496,4,13.75,16466,16521,16103,16158,16025
512,J0387,Brake Component,Grinding,55,350,508,4,13.75,16521,16576,16171,16226,16068
513,J0395,Engine Bracket,Grinding,55,399,513,3,18.33,16576,16631,16177,16232,16118
514,J0417,Engine Bracket,Milling,55,59,172,3,18.33,16631,16686,16572,16627,16514
515,J0460,Drive Shaft,Lathe,55,17,191,4,13.75,16686,16741,16669,16724,16550
516,J0473,Brake Component,Grinding,55,166,297,4,13.75,16741,16796,16575,16630,16499
517,J0484,Engine Bracket,Grinding,55,269,413,3,18.33,16796,16851,16527,16582,16438
518,J0536,Engine Bracket,Grinding,55,432,626,3,18.33,16851,16906,16419,16474,16280
519,J0541,Drive Shaft,Lathe,55,207,282,5,11.0,16906,16961,16699,16754,16679
520,J0546,Battery Module Cover,Assembly,55,348,463,5,11.0,16961,17016,16613,16668,16553
521,J0590,Brake Component,Grinding,55,297,438,4,13.75,17016,17071,16719,16774,16633
522,J0709,Battery Module Cover,Milling,55,130,331,4,13.75,17071,17126,16941,16996,16795
523,J0734,Brake Component,Grinding,55,339,424,5,11.0,17126,17181,16787,16842,16757
524,J0894,Engine Bracket,Grinding,55,343,455,4,13.75,17181,17236,16838,16893,16781
525,J0911,EV Battery Case,Milling,55,394,519,5,11.0,17236,17291,16842,16897,16772
526,J0925,Engine Bracket,Grinding,55,209,326,3,18.33,17291,17346,17082,17137,17020
527,J0051,Drive Shaft,Grinding,56,410,598,4,14.0,17346,17402,16936,16992,16804
528,J0164,Engine Bracket,Milling,56,17,204,3,18.67,17402,17458,17385,17441,17254
529,J0218,Drive Shaft,Grinding,56,293,436,4,14.0,17458,17514,17165,17221,17078
530,J0244,Battery Module Cover,Assembly,56,274,420,4,14.0,17514,17570,17240,17296,17150
531,J0249,Engine Bracket,Grinding,56,262,364,3,18.67,17570,17626,17308,17364,17262
532,J0401,Battery Module Cover,Assembly,56,431,509,5,11.2,17626,17682,17195,17251,17173
533,J0462,Battery Module Cover,Assembly,56,62,213,4,14.0,17682,17738,17620,17676,17525
534,J0531,EV Battery Case,Milling,56,336,450,5,11.2,17738,17794,17402,17458,17344
535,J0581,Battery Module Cover,Milling,56,32,213,4,14.0,17794,17850,17762,17818,17637
536,J0720,Gear Box Cover,Drilling,56,69,270,3,18.67,17850,17906,17781,17837,17636
537,J0755,Engine Bracket,Milling,56,455,562,3,18.67,17906,17962,17451,17507,17400
538,J0761,Gear Box Cover,Milling,56,380,490,3,18.67,17962,18018,17582,17638,17528
539,J0804,Gear Box Cover,Drilling,56,163,323,3,18.67,18018,18074,17855,17911,17751
540,J0868,Gear Box Cover,Milling,56,54,196,3,18.67,18074,18130,18020,18076,17934
541,J0910,Gear Box Cover,Milling,56,118,259,3,18.67,18130,18186,18012,18068,17927
542,J0998,Engine Bracket,Grinding,56,382,511,3,18.67,18186,18242,17804,17860,17731
543,J0060,Gear Box Cover,Drilling,57,66,230,3,19.0,18242,18299,18176,18233,18069
544,J0089,Battery Module Cover,Assembly,57,177,306,4,14.25,18299,18356,18122,18179,18050
545,J0101,Gear Box Cover,Drilling,57,335,496,3,19.0,18356,18413,18021,18078,17917
546,J0302,Battery Module Cover,Assembly,57,154,356,4,14.25,18413,18470,18259,18316,18114
547,J0349,Engine Bracket,Milling,57,247,362,3,19.0,18470,18527,18223,18280,18165
548,J0400,Engine Bracket,Grinding,57,49,244,3,19.0,18527,18584,18478,18535,18340
549,J0442,Gear Box Cover,Drilling,57,13,178,3,19.0,18584,18641,18571,18628,18463
550,J0621,Battery Module Cover,Milling,57,291,462,4,14.25,18641,18698,18350,18407,18236
551,J0669,EV Battery Case,Milling,57,399,552,5,11.4,18698,18755,18299,18356,18203
552,J0672,Engine Bracket,Milling,57,376,569,3,19.0,18755,18812,18379,18436,18243
553,J0782,EV Battery Case,Milling,57,45,160,5,11.4,18812,18869,18767,18824,18709
554,J0979,Drive Shaft,Lathe,57,319,443,4,14.25,18869,18926,18550,18607,18483
555,J0006,Battery Module Cover,Assembly,58,214,289,5,11.6,18926,18984,18712,18770,18695
556,J0131,Gear Box Cover,Milling,58,473,606,3,19.33,18984,19042,18511,18569,18436
557,J0702,Gear Box Cover,Milling,58,182,346,3,19.33,19042,19100,18860,18918,18754
558,J0792,Drive Shaft,Lathe,58,495,695,4,14.5,19100,19158,18605,18663,18463
559,J0864,Drive Shaft,Lathe,58,181,280,4,14.5,19158,19216,18977,19035,18936
560,J0921,Drive Shaft,Lathe,58,306,399,5,11.6,19216,19274,18910,18968,18875
561,J0121,Battery Module Cover,Assembly,59,500,599,5,11.8,19274,19333,18774,18833,18734
562,J0172,Drive Shaft,Grinding,59,40,181,4,14.75,19333,19392,19293,19352,19211
563,J0329,Engine Bracket,Grinding,59,150,332,3,19.67,19392,19451,19242,19301,19119
564,J0388,Engine Bracket,Milling,59,283,430,3,19.67,19451,19510,19168,19227,19080
565,J0391,Gear Box Cover,Drilling,59,44,188,3,19.67,19510,19569,19466,19525,19381
566,J0490,Gear Box Cover,Drilling,59,396,574,3,19.67,19569,19628,19173,19232,19054
567,J0598,Gear Box Cover,Drilling,59,87,210,3,19.67,19628,19687,19541,19600,19477
568,J0633,Battery Module Cover,Assembly,59,297,455,4,14.75,19687,19746,19390,19449,19291
569,J0686,Gear Box Cover,Milling,59,389,540,3,19.67,19746,19805,19357,19416,19265
570,J0707,Battery Module Cover,Milling,59,129,210,5,11.8,19805,19864,19676,19735,19654
571,J0753,Drive Shaft,Grinding,59,19,133,4,14.75,19864,19923,19845,19904,19790
572,J0802,Gear Box Cover,Milling,59,138,256,3,19.67,19923,19982,19785,19844,19726
573,J0897,Drive Shaft,Grinding,59,313,481,4,14.75,19982,20041,19669,19728,19560
574,J0912,Engine Bracket,Milling,59,82,171,4,14.75,20041,20100,19959,20018,19929
575,J0103,Gear Box Cover,Milling,60,11,191,3,20.0,20100,20160,20089,20149,19969
576,J0109,Drive Shaft,Lathe,60,15,125,5,12.0,20160,20220,20145,20205,20095
577,J0259,EV Battery Case,Assembly,60,313,438,5,12.0,20220,20280,19907,19967,19842
578,J0564,Engine Bracket,Milling,60,36,135,4,15.0,20280,20340,20244,20304,20205
579,J0565,EV Battery Case,Milling,60,382,576,5,12.0,20340,20400,19958,20018,19824
580,J0901,EV Battery Case,Assembly,60,40,117,5,12.0,20400,20460,20360,20420,20343
581,J0944,Engine Bracket,Grinding,60,122,293,3,20.0,20460,20520,20338,20398,20227
582,J0966,Gear Box Cover,Drilling,60,280,397,3,20.0,20520,20580,20240,20300,20183
583,J0967,Engine Bracket,Milling,60,61,214,3,20.0,20580,20640,20519,20579,20426
584,J0117,Battery Module Cover,Assembly,61,130,319,4,15.25,20640,20701,20510,20571,20382
585,J0157,Drive Shaft,Grinding,61,320,502,4,15.25,20701,20762,20381,20442,20260
586,J0403,Engine Bracket,Grinding,61,484,593,3,20.33,20762,20823,20278,20339,20230
587,J0617,Gear Box Cover,Drilling,61,239,385,3,20.33,20823,20884,20584,20645,20499
588,J0645,EV Battery Case,Assembly,61,473,657,5,12.2,20884,20945,20411,20472,20288
589,J0842,Drive Shaft,Grinding,61,77,286,4,15.25,20945,21006,20868,20929,20720
590,J0880,Gear Box Cover,Drilling,61,299,487,3,20.33,21006,21067,20707,20768,20580
591,J0927,EV Battery Case,Assembly,61,198,327,5,12.2,21067,21128,20869,20930,20801
592,J0996,EV Battery Case,Assembly,61,12,88,5,12.2,21128,21189,21116,21177,21101
593,J0285,Gear Box Cover,Milling,62,265,411,3,20.67,21189,21251,20924,20986,20840
594,J0295,Gear Box Cover,Milling,62,454,603,3,20.67,21251,21313,20797,20859,20710
595,J0298,Battery Module Cover,Assembly,62,297,418,4,15.5,21313,21375,21016,21078,20957
596,J0362,Drive Shaft,Lathe,62,339,413,5,12.4,21375,21437,21036,21098,21024
597,J0438,Battery Module Cover,Assembly,62,266,434,4,15.5,21437,21499,21171,21233,21065
598,J0510,Battery Module Cover,Assembly,62,98,249,4,15.5,21499,21561,21401,21463,21312
599,J0648,Battery Module Cover,Assembly,62,416,562,4,15.5,21561,21623,21145,21207,21061
600,J0701,EV Battery Case,Milling,62,209,297,5,12.4,21623,21685,21414,21476,21388
601,J0726,Drive Shaft,Grinding,62,208,390,4,15.5,21685,21747,21477,21539,21357
602,J0789,Drive Shaft,Grinding,62,132,272,4,15.5,21747,21809,21615,21677,21537
603,J0808,Drive Shaft,Grinding,62,475,609,4,15.5,21809,21871,21334,21396,21262
604,J0887,EV Battery Case,Assembly,62,238,325,5,12.4,21871,21933,21633,21695,21608
605,J0008,Battery Module Cover,Assembly,63,49,160,4,15.75,21933,21996,21884,21947,21836
606,J0013,Gear Box Cover,Drilling,63,37,136,4,15.75,21996,22059,21959,22022,21923
607,J0045,Battery Module Cover,Milling,63,413,560,4,15.75,22059,22122,21646,21709,21562
608,J0072,Drive Shaft,Grinding,63,129,291,4,15.75,22122,22185,21993,22056,21894
609,J0088,Engine Bracket,Grinding,63,388,548,3,21.0,22185,22248,21797,21860,21700
610,J0187,EV Battery Case,Milling,63,475,579,5,12.6,22248,22311,21773,21836,21732
611,J0270,Gear Box Cover,Drilling,63,122,334,3,21.0,22311,22374,22189,22252,22040
612,J0446,Engine Bracket,Milling,63,326,495,3,21.0,22374,22437,22048,22111,21942
613,J0452,Gear Box Cover,Drilling,63,429,536,3,21.0,22437,22500,22008,22071,21964
614,J0571,Drive Shaft,Lathe,63,401,543,4,15.75,22500,22563,22099,22162,22020
615,J0588,Engine Bracket,Grinding,63,453,664,3,21.0,22563,22626,22110,22173,21962
616,J0611,Battery Module Cover,Milling,63,7,89,5,12.6,22626,22689,22619,22682,22600
617,J0615,Engine Bracket,Grinding,63,110,229,3,21.0,22689,22752,22579,22642,22523
618,J0703,Battery Module Cover,Milling,63,339,437,5,12.6,22752,22815,22413,22476,22378
619,J0706,Engine Bracket,Grinding,63,338,488,3,21.0,22815,22878,22477,22540,22390
620,J0733,Drive Shaft,Grinding,63,187,333,4,15.75,22878,22941,22691,22754,22608
621,J0786,Engine Bracket,Milling,63,325,438,4,15.75,22941,23004,22616,22679,22566
622,J0906,Battery Module Cover,Milling,63,130,265,4,15.75,23004,23067,22874,22937,22802
