seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness
306,J0681,Brake Component,Drilling,23,137,172,5,4.6,16654,16677,16517,16540,16505
307,J0149,EV Battery Case,Assembly,65,138,292,5,13.0,16677,16742,16539,16604,16450
308,J0523,Brake Component,Drilling,21,138,299,4,5.25,16742,16763,16604,16625,16464
309,J0800,Engine Bracket,Grinding,35,138,211,4,8.75,16763,16798,16625,16660,16587
310,J0802,Gear Box Cover,Milling,59,138,256,3,19.67,16798,16857,16660,16719,16601
311,J0380,EV Battery Case,Milling,115,139,366,5,23.0,16857,16972,16718,16833,16606
312,J0620,Drive Shaft,Lathe,68,139,255,4,17.0,16972,17040,16833,16901,16785
313,J0849,EV Battery Case,Assembly,88,140,325,5,17.6,17040,17128,16900,16988,16803
314,J0909,Drive Shaft,Grinding,86,140,267,4,21.5,17128,17214,16988,17074,16947
315,J0067,Battery Module Cover,Assembly,84,141,333,4,21.0,17214,17298,17073,17157,16965
316,J0635,Gear Box Cover,Drilling,36,141,286,3,12.0,17298,17334,17157,17193,17048
317,J0082,Gear Box Cover,Drilling,30,142,226,4,7.5,17334,17364,17192,17222,17138
318,J0160,Sensor Housing,Drilling,19,142,283,1,19.0,17364,17383,17222,17241,17100
319,J0651,Engine Bracket,Grinding,65,142,314,3,21.67,17383,17448,17241,17306,17134
320,J0196,Sensor Housing,Drilling,14,143,244,1,14.0,17448,17462,17305,17319,17218
321,J0548,Drive Shaft,Grinding,73,143,300,4,18.25,17462,17535,17319,17392,17235
322,J0666,Engine Bracket,Milling,44,144,198,4,11.0,17535,17579,17391,17435,17381
323,J0212,Drive Shaft,Grinding,97,145,335,4,24.25,17579,17676,17434,17531,17341
324,J0580,EV Battery Case,Milling,64,145,222,5,12.8,17676,17740,17531,17595,17518
325,J0771,Engine Bracket,Grinding,42,145,253,3,14.0,17740,17782,17595,17637,17529
326,J0545,Sensor Housing,Milling,25,146,320,1,25.0,17782,17807,17636,17661,17487
327,J0916,Sensor Housing,Milling,11,147,199,1,11.0,17807,17818,17660,17671,17619
328,J0973,Sensor Housing,Drilling,7,147,216,1,7.0,17818,17825,17671,17678,17609
329,J0353,Battery Module Cover,Assembly,92,148,385,4,23.0,17825,17917,17677,17769,17532
330,J0425,Brake Component,Drilling,27,148,235,4,6.75,17917,17944,17769,17796,17709
331,J0518,Brake Component,Drilling,43,148,277,4,10.75,17944,17987,17796,17839,17710
332,J0329,Engine Bracket,Grinding,59,150,332,3,19.67,17987,18046,17837,17896,17714
333,J0373,Engine Bracket,Milling,30,150,310,3,10.0,18046,18076,17896,17926,17766
334,J0267,Drive Shaft,Grinding,78,151,296,4,19.5,18076,18154,17925,18003,17858
335,J0346,Battery Module Cover,Milling,77,151,315,4,19.25,18154,18231,18003,18080,17916
336,J0184,Drive Shaft,Grinding,80,152,290,5,16.0,18231,18311,18079,18159,18021
337,J0358,Battery Module Cover,Assembly,65,153,230,5,13.0,18311,18376,18158,18223,18146
338,J0601,Sensor Housing,Milling,19,153,190,2,9.5,18376,18395,18223,18242,18205
339,J0127,Drive Shaft,Grinding,96,154,343,4,24.0,18395,18491,18241,18337,18148
340,J0302,Battery Module Cover,Assembly,57,154,356,4,14.25,18491,18548,18337,18394,18192
341,J0631,Brake Component,Drilling,19,154,245,4,4.75,18548,18567,18394,18413,18322
342,J0542,Gear Box Cover,Milling,83,155,295,4,20.75,18567,18650,18412,18495,18355
343,J0730,Drive Shaft,Lathe,89,155,332,4,22.25,18650,18739,18495,18584,18407
344,J0810,Engine Bracket,Grinding,53,156,329,3,17.67,18739,18792,18583,18636,18463
345,J0866,Drive Shaft,Grinding,90,156,303,5,18.0,18792,18882,18636,18726,18579
346,J0822,Brake Component,Drilling,20,157,238,4,5.0,18882,18902,18725,18745,18664
347,J0835,EV Battery Case,Assembly,119,157,297,5,23.8,18902,19021,18745,18864,18724
348,J0962,EV Battery Case,Milling,67,158,323,5,13.4,19021,19088,18863,18930,18765
349,J0376,Drive Shaft,Lathe,99,159,374,4,24.75,19088,19187,18929,19028,18813
350,J0444,Brake Component,Drilling,18,159,321,4,4.5,19187,19205,19028,19046,18884
351,J0813,Sensor Housing,Drilling,19,159,237,1,19.0,19205,19224,19046,19065,18987
352,J0377,Brake Component,Grinding,23,161,297,4,5.75,19224,19247,19063,19086,18950
353,J0781,Battery Module Cover,Assembly,40,162,294,4,10.0,19247,19287,19085,19125,18993
354,J0365,Brake Component,Grinding,22,163,231,5,4.4,19287,19309,19124,19146,19078
355,J0667,Gear Box Cover,Milling,45,163,324,3,15.0,19309,19354,19146,19191,19030
356,J0804,Gear Box Cover,Drilling,56,163,323,3,18.67,19354,19410,19191,19247,19087
357,J0099,Engine Bracket,Grinding,65,165,309,3,21.67,19410,19475,19245,19310,19166
358,J0179,Battery Module Cover,Milling,47,165,312,4,11.75,19475,19522,19310,19357,19210
359,J0411,Drive Shaft,Lathe,110,165,364,4,27.5,19522,19632,19357,19467,19268
360,J0659,Gear Box Cover,Drilling,38,165,246,3,12.67,19632,19670,19467,19505,19424
361,J0473,Brake Component,Grinding,55,166,297,4,13.75,19670,19725,19504,19559,19428
362,J0208,Brake Component,Drilling,41,167,295,4,10.25,19725,19766,19558,19599,19471
363,J0294,EV Battery Case,Assembly,100,167,358,5,20.0,19766,19866,19599,19699,19508
364,J0857,EV Battery Case,Milling,89,168,329,5,17.8,19866,19955,19698,19787,19626
365,J0077,Drive Shaft,Lathe,99,169,345,4,24.75,19955,20054,19786,19885,19709
366,J0684,Battery Module Cover,Milling,70,169,374,4,17.5,20054,20124,19885,19955,19750
367,J0558,Drive Shaft,Lathe,80,170,305,4,20.0,20124,20204,19954,20034,19899
368,J0265,Brake Component,Drilling,18,171,317,4,4.5,20204,20222,20033,20051,19905
369,J0519,Sensor Housing,Drilling,17,171,236,1,17.0,20222,20239,20051,20068,20003
370,J0997,Brake Component,Drilling,30,171,233,5,6.0,20239,20269,20068,20098,20036
371,J0282,Brake Component,Grinding,40,172,254,4,10.0,20269,20309,20097,20137,20055
372,J0477,Brake Component,Drilling,28,172,257,4,7.0,20309,20337,20137,20165,20080
373,J0627,Engine Bracket,Milling,70,172,382,3,23.33,20337,20407,20165,20235,20025
374,J0076,Drive Shaft,Grinding,47,173,316,4,11.75,20407,20454,20234,20281,20138
375,J0015,Drive Shaft,Lathe,90,174,380,4,22.5,20454,20544,20280,20370,20164
376,J0031,Gear Box Cover,Milling,42,174,269,3,14.0,20544,20586,20370,20412,20317
377,J0859,Drive Shaft,Grinding,69,174,297,4,17.25,20586,20655,20412,20481,20358
378,J0919,Engine Bracket,Grinding,45,174,262,3,15.0,20655,20700,20481,20526,20438
379,J0036,Brake Component,Drilling,38,175,314,4,9.5,20700,20738,20525,20563,20424
380,J0321,EV Battery Case,Milling,88,175,361,5,17.6,20738,20826,20563,20651,20465
381,J0693,EV Battery Case,Milling,87,175,350,5,17.4,20826,20913,20651,20738,20563
382,J0759,Battery Module Cover,Assembly,40,176,235,5,8.0,20913,20953,20737,20777,20718
383,J0089,Battery Module Cover,Assembly,57,177,306,4,14.25,20953,21010,20776,20833,20704
384,J0094,Brake Component,Drilling,27,177,351,4,6.75,21010,21037,20833,20860,20686
385,J0219,Drive Shaft,Lathe,68,178,352,4,17.0,21037,21105,20859,20927,20753
386,J0319,EV Battery Case,Assembly,93,178,317,5,18.6,21105,21198,20927,21020,20881
387,J0907,EV Battery Case,Milling,109,178,321,5,21.8,21198,21307,21020,21129,20986
388,J0447,Brake Component,Grinding,26,179,336,4,6.5,21307,21333,21128,21154,20997
389,J0557,Gear Box Cover,Milling,76,179,312,3,25.33,21333,21409,21154,21230,21097
390,J0803,Engine Bracket,Milling,39,179,336,3,13.0,21409,21448,21230,21269,21112
391,J0807,Gear Box Cover,Drilling,72,180,362,3,24.0,21448,21520,21268,21340,21158
392,J0019,Engine Bracket,Milling,54,181,252,4,13.5,21520,21574,21339,21393,21322
393,J0251,Sensor Housing,Milling,23,181,310,1,23.0,21574,21597,21393,21416,21287
394,J0663,Gear Box Cover,Milling,49,181,367,3,16.33,21597,21646,21416,21465,21279
395,J0679,Brake Component,Drilling,31,181,261,4,7.75,21646,21677,21465,21496,21416
396,J0864,Drive Shaft,Lathe,58,181,280,4,14.5,21677,21735,21496,21554,21455
397,J0865,EV Battery Case,Milling,90,181,383,5,18.0,21735,21825,21554,21644,21442
398,J0871,Engine Bracket,Grinding,43,181,266,3,14.33,21825,21868,21644,21687,21602
399,J0040,Battery Module Cover,Milling,45,182,335,4,11.25,21868,21913,21686,21731,21578
400,J0702,Gear Box Cover,Milling,58,182,346,3,19.33,21913,21971,21731,21789,21625
401,J0847,Sensor Housing,Drilling,7,184,234,2,3.5,21971,21978,21787,21794,21744
402,J0453,Gear Box Cover,Milling,84,185,339,3,28.0,21978,22062,21793,21877,21723
403,J0034,Engine Bracket,Grinding,68,186,308,3,22.67,22062,22130,21876,21944,21822
404,J0496,Brake Component,Grinding,40,187,372,4,10.0,22130,22170,21943,21983,21798
405,J0603,Drive Shaft,Grinding,66,187,336,4,16.5,22170,22236,21983,22049,21900
406,J0733,Drive Shaft,Grinding,63,187,333,4,15.75,22236,22299,22049,22112,21966
407,J0978,Drive Shaft,Lathe,102,187,361,4,25.5,22299,22401,22112,22214,22040
408,J0229,Gear Box Cover,Drilling,67,188,351,3,22.33,22401,22468,22213,22280,22117
409,J0528,Battery Module Cover,Milling,72,188,351,4,18.0,22468,22540,22280,22352,22189
410,J0899,EV Battery Case,Assembly,65,188,332,5,13.0,22540,22605,22352,22417,22273
411,J0934,Drive Shaft,Lathe,67,189,328,4,16.75,22605,22672,22416,22483,22344
412,J0579,Brake Component,Drilling,38,190,277,5,7.6,22672,22710,22482,22520,22433
413,J0202,EV Battery Case,Milling,113,191,332,5,22.6,22710,22823,22519,22632,22491
414,J0964,Gear Box Cover,Milling,71,191,332,3,23.67,22823,22894,22632,22703,22562
415,J0245,Drive Shaft,Grinding,78,192,383,4,19.5,22894,22972,22702,22780,22589
416,J0383,Battery Module Cover,Milling,50,192,330,4,12.5,22972,23022,22780,22830,22692
417,J0412,Sensor Housing,Drilling,20,194,239,2,10.0,23022,23042,22828,22848,22803
418,J0795,EV Battery Case,Milling,107,194,352,5,21.4,23042,23149,22848,22955,22797
419,J0700,Drive Shaft,Lathe,91,195,436,4,22.75,23149,23240,22954,23045,22804
420,J0220,Brake Component,Drilling,18,196,357,4,4.5,23240,23258,23044,23062,22901
421,J0225,Sensor Housing,Drilling,10,196,265,1,10.0,23258,23268,23062,23072,23003
422,J0826,Engine Bracket,Grinding,50,197,347,3,16.67,23268,23318,23071,23121,22971
423,J0902,Drive Shaft,Lathe,116,197,405,4,29.0,23318,23434,23121,23237,23029
424,J0722,Engine Bracket,Grinding,79,198,332,3,26.33,23434,23513,23236,23315,23181
425,J0927,EV Battery Case,Assembly,61,198,327,5,12.2,23513,23574,23315,23376,23247
426,J0794,Brake Component,Grinding,23,200,313,4,5.75,23574,23597,23374,23397,23284
427,J0837,Drive Shaft,Grinding,96,200,379,4,24.0,23597,23693,23397,23493,23314
428,J0836,Drive Shaft,Lathe,101,201,443,4,25.25,23693,23794,23492,23593,23351
429,J0165,Gear Box Cover,Drilling,68,202,298,4,17.0,23794,23862,23592,23660,23564
430,J0630,Gear Box Cover,Drilling,53,202,333,3,17.67,23862,23915,23660,23713,23582
431,J0729,Engine Bracket,Grinding,65,202,360,3,21.67,23915,23980,23713,23778,23620
432,J0392,EV Battery Case,Assembly,74,203,350,5,14.8,23980,24054,23777,23851,23704
433,J0481,EV Battery Case,Assembly,91,203,407,5,18.2,24054,24145,23851,23942,23738
434,J0502,Drive Shaft,Lathe,88,203,406,4,22.0,24145,24233,23942,24030,23827
435,J0029,EV Battery Case,Milling,80,204,385,5,16.0,24233,24313,24029,24109,23928
436,J0855,Drive Shaft,Lathe,64,204,383,4,16.0,24313,24377,24109,24173,23994
437,J0882,EV Battery Case,Milling,65,204,419,5,13.0,24377,24442,24173,24238,24023
438,J0455,EV Battery Case,Milling,107,205,358,5,21.4,24442,24549,24237,24344,24191
439,J0721,Sensor Housing,Milling,11,205,343,1,11.0,24549,24560,24344,24355,24217
440,J0825,Brake Component,Grinding,48,206,280,5,9.6,24560,24608,24354,24402,24328
441,J0541,Drive Shaft,Lathe,55,207,282,5,11.0,24608,24663,24401,24456,24381
442,J0737,Drive Shaft,Lathe,108,207,411,4,27.0,24663,24771,24456,24564,24360
443,J0210,Battery Module Cover,Milling,39,208,282,5,7.8,24771,24810,24563,24602,24528
444,J0726,Drive Shaft,Grinding,62,208,390,4,15.5,24810,24872,24602,24664,24482
445,J0493,Battery Module Cover,Assembly,46,209,346,4,11.5,24872,24918,24663,24709,24572
446,J0701,EV Battery Case,Milling,62,209,297,5,12.4,24918,24980,24709,24771,24683
447,J0925,Engine Bracket,Grinding,55,209,326,3,18.33,24980,25035,24771,24826,24709
448,J0970,EV Battery Case,Milling,105,209,426,5,21.0,25035,25140,24826,24931,24714
449,J0554,Brake Component,Grinding,42,210,302,5,8.4,25140,25182,24930,24972,24880
450,J0146,EV Battery Case,Milling,79,211,356,5,15.8,25182,25261,24971,25050,24905
451,J0538,EV Battery Case,Milling,112,211,378,5,22.4,25261,25373,25050,25162,24995
452,J0213,Sensor Housing,Drilling,16,212,378,1,16.0,25373,25389,25161,25177,25011
453,J0643,Brake Component,Drilling,42,212,305,4,10.5,25389,25431,25177,25219,25126
454,J0006,Battery Module Cover,Assembly,58,214,289,5,11.6,25431,25489,25217,25275,25200
455,J0324,Sensor Housing,Milling,7,214,341,1,7.0,25489,25496,25275,25282,25155
456,J0514,EV Battery Case,Milling,74,214,391,5,14.8,25496,25570,25282,25356,25179
457,J0228,Battery Module Cover,Milling,76,215,362,4,19.0,25570,25646,25355,25431,25284
458,J0385,Engine Bracket,Grinding,47,216,321,4,11.75,25646,25693,25430,25477,25372
459,J0685,Drive Shaft,Grinding,96,216,405,4,24.0,25693,25789,25477,25573,25384
460,J0969,Sensor Housing,Milling,12,216,275,2,6.0,25789,25801,25573,25585,25526
461,J0192,Battery Module Cover,Milling,45,218,312,4,11.25,25801,25846,25583,25628,25534
462,J0331,Drive Shaft,Grinding,77,218,396,4,19.25,25846,25923,25628,25705,25527
463,J0623,EV Battery Case,Assembly,109,218,448,5,21.8,25923,26032,25705,25814,25584
464,J0296,Brake Component,Grinding,36,219,359,4,9.0,26032,26068,25813,25849,25709
465,J0507,Gear Box Cover,Drilling,64,220,331,3,21.33,26068,26132,25848,25912,25801
466,J0858,Sensor Housing,Drilling,9,220,356,1,9.0,26132,26141,25912,25921,25785
467,J0424,EV Battery Case,Assembly,83,221,374,5,16.6,26141,26224,25920,26003,25850
468,J0841,Sensor Housing,Milling,23,221,357,1,23.0,26224,26247,26003,26026,25890
469,J0352,EV Battery Case,Assembly,78,222,372,5,15.6,26247,26325,26025,26103,25953
470,J0428,Engine Bracket,Milling,48,222,306,4,12.0,26325,26373,26103,26151,26067
471,J0790,Sensor Housing,Drilling,10,222,353,1,10.0,26373,26383,26151,26161,26030
472,J0454,EV Battery Case,Milling,100,223,435,5,20.0,26383,26483,26160,26260,26048
473,J0872,Brake Component,Grinding,53,223,408,4,13.25,26483,26536,26260,26313,26128
474,J0972,Gear Box Cover,Milling,38,223,314,3,12.67,26536,26574,26313,26351,26260
475,J0197,Engine Bracket,Grinding,42,224,337,3,14.0,26574,26616,26350,26392,26279
476,J0061,Battery Module Cover,Assembly,95,225,437,4,23.75,26616,26711,26391,26486,26274
477,J0591,Battery Module Cover,Assembly,76,225,355,4,19.0,26711,26787,26486,26562,26432
478,J0563,Sensor Housing,Milling,15,227,328,1,15.0,26787,26802,26560,26575,26474
479,J0980,Drive Shaft,Grinding,46,227,399,4,11.5,26802,26848,26575,26621,26449
480,J0367,Sensor Housing,Drilling,17,228,298,2,8.5,26848,26865,26620,26637,26567
481,J0406,Battery Module Cover,Milling,46,229,362,4,11.5,26865,26911,26636,26682,26549
482,J0637,Brake Component,Drilling,27,229,373,4,6.75,26911,26938,26682,26709,26565
483,J0924,Gear Box Cover,Drilling,74,230,320,4,18.5,26938,27012,26708,26782,26692
484,J0065,Sensor Housing,Milling,21,231,389,1,21.0,27012,27033,26781,26802,26644
485,J0338,Brake Component,Drilling,39,231,329,4,9.75,27033,27072,26802,26841,26743
486,J0384,Battery Module Cover,Assembly,91,231,362,4,22.75,27072,27163,26841,26932,26801
487,J0483,Gear Box Cover,Drilling,69,234,388,3,23.0,27163,27232,26929,26998,26844
488,J0189,Brake Component,Grinding,40,235,415,4,10.0,27232,27272,26997,27037,26857
489,J0584,Battery Module Cover,Milling,68,235,411,4,17.0,27272,27340,27037,27105,26929
490,J0181,Sensor Housing,Drilling,6,237,256,2,3.0,27340,27346,27103,27109,27090
491,J0308,Engine Bracket,Milling,49,237,321,4,12.25,27346,27395,27109,27158,27074
492,J0491,Gear Box Cover,Drilling,49,237,402,3,16.33,27395,27444,27158,27207,27042
493,J0120,Battery Module Cover,Milling,64,238,357,4,16.0,27444,27508,27206,27270,27151
494,J0167,EV Battery Case,Assembly,74,238,449,5,14.8,27508,27582,27270,27344,27133
495,J0887,EV Battery Case,Assembly,62,238,325,5,12.4,27582,27644,27344,27406,27319
496,J0617,Gear Box Cover,Drilling,61,239,385,3,20.33,27644,27705,27405,27466,27320
497,J0889,Engine Bracket,Milling,34,239,331,4,8.5,27705,27739,27466,27500,27408
498,J0044,Sensor Housing,Milling,13,241,382,1,13.0,27739,27752,27498,27511,27370
499,J0138,Battery Module Cover,Assembly,50,241,367,4,12.5,27752,27802,27511,27561,27435
500,J0224,Gear Box Cover,Milling,88,242,353,4,22.0,27802,27890,27560,27648,27537
501,J0351,EV Battery Case,Milling,76,242,428,5,15.2,27890,27966,27648,27724,27538
502,J0719,Drive Shaft,Grinding,98,242,354,5,19.6,27966,28064,27724,27822,27710
503,J0201,Sensor Housing,Milling,5,243,317,1,5.0,28064,28069,27821,27826,27752
504,J0320,Gear Box Cover,Milling,80,243,444,3,26.67,28069,28149,27826,27906,27705
505,J0470,Battery Module Cover,Milling,74,244,397,4,18.5,28149,28223,27905,27979,27826
506,J0948,Brake Component,Drilling,17,244,359,4,4.25,28223,28240,27979,27996,27881
507,J0960,Gear Box Cover,Milling,39,244,432,3,13.0,28240,28279,27996,28035,27847
508,J0035,EV Battery Case,Milling,84,245,379,5,16.8,28279,28363,28034,28118,27984
509,J0115,Gear Box Cover,Drilling,29,245,350,3,9.67,28363,28392,28118,28147,28042
510,J0942,Gear Box Cover,Milling,66,245,380,3,22.0,28392,28458,28147,28213,28078
511,J0118,Engine Bracket,Milling,25,246,298,4,6.25,28458,28483,28212,28237,28185
512,J0587,Engine Bracket,Grinding,53,246,356,3,17.67,28483,28536,28237,28290,28180
513,J0140,Gear Box Cover,Milling,54,247,391,3,18.0,28536,28590,28289,28343,28199
514,J0349,Engine Bracket,Milling,57,247,362,3,19.0,28590,28647,28343,28400,28285
515,J0725,Sensor Housing,Milling,15,247,372,1,15.0,28647,28662,28400,28415,28290
516,J0025,Brake Component,Drilling,15,248,326,4,3.75,28662,28677,28414,28429,28351
517,J0399,Sensor Housing,Milling,23,248,338,1,23.0,28677,28700,28429,28452,28362
518,J0561,Engine Bracket,Milling,48,249,344,3,16.0,28700,28748,28451,28499,28404
519,J0152,EV Battery Case,Milling,92,250,377,5,18.4,28748,28840,28498,28590,28463
520,J0605,Battery Module Cover,Milling,81,250,379,5,16.2,28840,28921,28590,28671,28542
521,J0344,Gear Box Cover,Milling,79,251,391,3,26.33,28921,29000,28670,28749,28609
522,J0421,EV Battery Case,Assembly,76,251,366,5,15.2,29000,29076,28749,28825,28710
523,J0343,Brake Component,Drilling,30,252,383,4,7.5,29076,29106,28824,28854,28723
524,J0355,Engine Bracket,Milling,66,252,400,3,22.0,29106,29172,28854,28920,28772
525,J0396,Brake Component,Drilling,44,252,349,4,11.0,29172,29216,28920,28964,28867
526,J0900,EV Battery Case,Milling,64,252,398,5,12.8,29216,29280,28964,29028,28882
527,J0012,Battery Module Cover,Milling,68,253,454,4,17.0,29280,29348,29027,29095,28894
528,J0092,EV Battery Case,Milling,97,253,440,5,19.4,29348,29445,29095,29192,29005
529,J0166,Drive Shaft,Lathe,76,253,408,4,19.0,29445,29521,29192,29268,29113
530,J0168,Engine Bracket,Milling,64,253,385,3,21.33,29521,29585,29268,29332,29200
531,J0341,Drive Shaft,Grinding,70,253,430,4,17.5,29585,29655,29332,29402,29225
532,J0884,Brake Component,Drilling,44,254,346,4,11.0,29655,29699,29401,29445,29353
533,J0354,Gear Box Cover,Drilling,46,257,407,3,15.33,29699,29745,29442,29488,29338
534,J0458,Engine Bracket,Grinding,42,258,368,3,14.0,29745,29787,29487,29529,29419
535,J0393,EV Battery Case,Milling,85,259,408,5,17.0,29787,29872,29528,29613,29464
536,J0261,Drive Shaft,Grinding,67,260,405,4,16.75,29872,29939,29612,29679,29534
537,J0891,Battery Module Cover,Milling,41,261,390,4,10.25,29939,29980,29678,29719,29590
538,J0249,Engine Bracket,Grinding,56,262,364,3,18.67,29980,30036,29718,29774,29672
539,J0422,Gear Box Cover,Milling,44,262,366,4,11.0,30036,30080,29774,29818,29714
540,J0595,Battery Module Cover,Assembly,87,262,461,4,21.75,30080,30167,29818,29905,29706
541,J0322,Brake Component,Drilling,27,263,345,4,6.75,30167,30194,29904,29931,29849
542,J0809,Drive Shaft,Grinding,54,263,413,4,13.5,30194,30248,29931,29985,29835
543,J0043,EV Battery Case,Assembly,72,265,470,5,14.4,30248,30320,29983,30055,29850
544,J0260,Brake Component,Grinding,32,265,401,4,8.0,30320,30352,30055,30087,29951
545,J0285,Gear Box Cover,Milling,62,265,411,3,20.67,30352,30414,30087,30149,30003
546,J0398,Sensor Housing,Drilling,13,265,330,1,13.0,30414,30427,30149,30162,30097
547,J0434,Drive Shaft,Grinding,52,265,399,4,13.0,30427,30479,30162,30214,30080
548,J0438,Battery Module Cover,Assembly,62,266,434,4,15.5,30479,30541,30213,30275,30107
549,J0935,Engine Bracket,Grinding,40,267,378,3,13.33,30541,30581,30274,30314,30203
550,J0161,EV Battery Case,Assembly,90,269,430,5,18.0,30581,30671,30312,30402,30241
551,J0484,Engine Bracket,Grinding,55,269,413,3,18.33,30671,30726,30402,30457,30313
552,J0717,Gear Box Cover,Drilling,50,269,441,3,16.67,30726,30776,30457,30507,30335
553,J0754,Drive Shaft,Lathe,117,269,427,5,23.4,30776,30893,30507,30624,30466
554,J0698,Sensor Housing,Drilling,11,270,314,2,5.5,30893,30904,30623,30634,30590
555,J0495,Gear Box Cover,Drilling,69,271,391,3,23.0,30904,30973,30633,30702,30582
556,J0821,EV Battery Case,Assembly,110,272,439,5,22.0,30973,31083,30701,30811,30644
557,J0832,Gear Box Cover,Milling,37,272,421,3,12.33,31083,31120,30811,30848,30699
558,J0742,Drive Shaft,Grinding,72,273,403,4,18.0,31120,31192,30847,30919,30789
559,J0081,Engine Bracket,Grinding,39,274,426,3,13.0,31192,31231,30918,30957,30805
560,J0244,Battery Module Cover,Assembly,56,274,420,4,14.0,31231,31287,30957,31013,30867
561,J0732,Brake Component,Drilling,21,274,394,4,5.25,31287,31308,31013,31034,30914
562,J0769,Brake Component,Grinding,37,274,392,4,9.25,31308,31345,31034,31071,30953
563,J0850,Battery Module Cover,Assembly,42,275,371,4,10.5,31345,31387,31070,31112,31016
564,J0731,EV Battery Case,Milling,109,276,450,5,21.8,31387,31496,31111,31220,31046
565,J0461,Engine Bracket,Grinding,70,277,391,3,23.33,31496,31566,31219,31289,31175
566,J0982,Gear Box Cover,Milling,48,277,382,3,16.0,31566,31614,31289,31337,31232
567,J0038,Engine Bracket,Milling,69,278,484,3,23.0,31614,31683,31336,31405,31199
568,J0318,Sensor Housing,Milling,13,278,422,1,13.0,31683,31696,31405,31418,31274
569,J0567,Gear Box Cover,Milling,85,278,448,3,28.33,31696,31781,31418,31503,31333
570,J0552,EV Battery Case,Milling,66,279,404,5,13.2,31781,31847,31502,31568,31443
571,J0055,Drive Shaft,Grinding,64,280,386,4,16.0,31847,31911,31567,31631,31525
572,J0469,Drive Shaft,Grinding,70,280,448,4,17.5,31911,31981,31631,31701,31533
573,J0966,Gear Box Cover,Drilling,60,280,397,3,20.0,31981,32041,31701,31761,31644
574,J0022,Brake Component,Grinding,45,281,383,4,11.25,32041,32086,31760,31805,31703
575,J0023,EV Battery Case,Milling,110,281,484,5,22.0,32086,32196,31805,31915,31712
576,J0606,Engine Bracket,Milling,47,281,445,3,15.67,32196,32243,31915,31962,31798
577,J0155,Drive Shaft,Grinding,55,282,377,4,13.75,32243,32298,31961,32016,31921
578,J0299,EV Battery Case,Milling,97,283,441,5,19.4,32298,32395,32015,32112,31954
579,J0388,Engine Bracket,Milling,59,283,430,3,19.67,32395,32454,32112,32171,32024
580,J0520,Sensor Housing,Drilling,16,283,363,1,16.0,32454,32470,32171,32187,32107
581,J0144,Sensor Housing,Milling,15,284,324,2,7.5,32470,32485,32186,32201,32161
582,J0342,Sensor Housing,Drilling,8,284,328,2,4.0,32485,32493,32201,32209,32165
583,J0852,Battery Module Cover,Assembly,53,284,403,4,13.25,32493,32546,32209,32262,32143
584,J0888,Brake Component,Drilling,44,284,420,4,11.0,32546,32590,32262,32306,32170
585,J0892,Sensor Housing,Milling,5,284,339,1,5.0,32590,32595,32306,32311,32256
586,J0941,Sensor Housing,Milling,19,284,354,1,19.0,32595,32614,32311,32330,32260
587,J0176,Engine Bracket,Grinding,37,287,390,3,12.33,32614,32651,32327,32364,32261
588,J0622,Brake Component,Drilling,44,287,383,4,11.0,32651,32695,32364,32408,32312
589,J0748,EV Battery Case,Milling,100,287,466,5,20.0,32695,32795,32408,32508,32329
590,J0993,Battery Module Cover,Milling,81,287,416,4,20.25,32795,32876,32508,32589,32460
591,J0004,Gear Box Cover,Milling,87,289,400,4,21.75,32876,32963,32587,32674,32563
592,J0286,Gear Box Cover,Milling,69,289,508,3,23.0,32963,33032,32674,32743,32524
593,J0543,Sensor Housing,Drilling,10,289,411,1,10.0,33032,33042,32743,32753,32631
594,J0366,Drive Shaft,Lathe,113,290,548,4,28.25,33042,33155,32752,32865,32607
595,J0583,Sensor Housing,Drilling,16,290,321,2,8.0,33155,33171,32865,32881,32850
596,J0156,EV Battery Case,Assembly,74,291,487,5,14.8,33171,33245,32880,32954,32758
597,J0500,Sensor Housing,Milling,16,291,428,1,16.0,33245,33261,32954,32970,32833
598,J0621,Battery Module Cover,Milling,57,291,462,4,14.25,33261,33318,32970,33027,32856
599,J0770,Gear Box Cover,Milling,45,291,440,3,15.0,33318,33363,33027,33072,32923
600,J0776,Gear Box Cover,Milling,53,291,394,3,17.67,33363,33416,33072,33125,33022
601,J0881,Drive Shaft,Grinding,53,291,390,4,13.25,33416,33469,33125,33178,33079
602,J0420,Brake Component,Drilling,23,292,397,4,5.75,33469,33492,33177,33200,33095
603,J0697,Drive Shaft,Grinding,106,292,456,4,26.5,33492,33598,33200,33306,33142
604,J0723,Sensor Housing,Milling,7,292,352,1,7.0,33598,33605,33306,33313,33253
605,J0218,Drive Shaft,Grinding,56,293,436,4,14.0,33605,33661,33312,33368,33225
606,J0216,EV Battery Case,Assembly,85,295,478,5,17.0,33661,33746,33366,33451,33268
607,J0765,Drive Shaft,Lathe,103,295,447,4,25.75,33746,33849,33451,33554,33402
608,J0618,Engine Bracket,Milling,46,296,411,3,15.33,33849,33895,33553,33599,33484
609,J0764,Sensor Housing,Milling,21,296,368,2,10.5,33895,33916,33599,33620,33548
610,J0298,Battery Module Cover,Assembly,62,297,418,4,15.5,33916,33978,33619,33681,33560
