job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,pw_ratio
J0490,EV Battery Case,Assembly,62,445,603,4,15.5
J0491,Control Module,Grinding,89,447,812,2,44.5
J0492,Sensor Housing,Assembly,27,275,402,5,5.4
J0493,Door Hinge,Welding,33,427,460,1,33.0
J0494,CV Joint,Welding,91,368,737,4,22.75
J0495,Control Module,Drilling,110,117,353,4,27.5
J0496,Exhaust Manifold,Lathe,40,96,164,1,40.0
J0497,Precision Shaft,Grinding,103,479,590,2,51.5
J0498,Drive Shaft,Assembly,17,304,329,4,4.25
J0499,Brake Component,Welding,95,446,565,2,47.5
J0500,Brake Component,Drilling,61,119,318,2,30.5
J0501,Suspension Arm,Lathe,69,148,276,5,13.8
J0502,Door Hinge,Drilling,81,395,640,2,40.5
J0503,Door Hinge,Milling,89,266,468,4,22.25
J0504,Battery Module,Assembly,12,285,418,5,2.4
J0505,Control Module,Assembly,91,218,562,1,91.0
J0506,Exhaust Manifold,Welding,90,195,553,3,30.0
J0507,CV Joint,Welding,24,153,273,2,12.0
J0508,Sensor Housing,Additive,35,434,526,3,11.67
J0509,Exhaust Manifold,Welding,64,468,546,5,12.8
J0510,Gear Box Cover,Milling,76,271,381,4,19.0
J0511,Control Module,Grinding,31,169,220,4,7.75
J0512,Brake Component,Milling,73,370,655,2,36.5
J0513,Brake Component,Additive,53,344,551,5,10.6
J0514,Precision Shaft,Additive,14,96,165,4,3.5
J0515,Precision Shaft,Assembly,47,155,205,2,23.5
J0516,Drive Shaft,Assembly,20,382,524,2,10.0
J0517,Suspension Arm,Additive,31,203,295,5,6.2
J0518,Control Module,Milling,41,194,354,5,8.2
J0519,Thermal Pad,Grinding,38,184,353,4,9.5
J0520,Precision Shaft,Milling,107,369,716,3,35.67
J0521,Gear Box Cover,Assembly,45,211,267,5,9.0
J0522,Battery Cell Tray,Lathe,23,8,97,5,4.6
J0523,Precision Shaft,Milling,97,213,461,2,48.5
J0524,ABS Module,Lathe,34,194,373,2,17.0
J0525,ABS Module,Assembly,88,483,743,3,29.33
J0526,Battery Module,Assembly,87,378,716,4,21.75
J0527,CV Joint,Welding,106,180,372,2,53.0
J0528,Turbo Housing,Grinding,28,469,635,1,28.0
J0529,Engine Bracket,Welding,112,433,583,1,112.0
J0530,Sensor Housing,Grinding,22,431,512,1,22.0
J0531,Brake Component,Lathe,32,258,406,3,10.67
J0532,Engine Bracket,Grinding,86,341,674,4,21.5
J0533,Engine Bracket,Lathe,73,282,460,1,73.0
J0534,Engine Bracket,Lathe,97,140,511,3,32.33
J0535,Chassis Frame,Grinding,109,357,686,2,54.5
J0536,Drive Shaft,Lathe,72,76,209,2,36.0
J0537,Fuel Injector,Grinding,37,417,544,3,12.33
J0538,Battery Cell Tray,Drilling,52,491,646,4,13.0
J0539,Brake Component,Grinding,94,115,362,1,94.0
J0540,ABS Module,Grinding,56,194,346,5,11.2
J0541,ABS Module,Additive,86,4,177,1,86.0
J0542,Battery Cell Tray,Additive,60,330,590,3,20.0
J0543,Precision Shaft,Additive,17,458,485,2,8.5
J0544,Brake Component,Grinding,93,454,790,3,31.0
J0545,Battery Cell Tray,Assembly,92,473,708,5,18.4
J0546,Engine Bracket,Drilling,9,91,218,3,3.0
J0547,Door Hinge,Drilling,80,73,356,1,80.0
J0548,CV Joint,Milling,77,123,345,4,19.25
J0549,EV Battery Case,Lathe,54,386,629,2,27.0
J0550,Chassis Frame,Welding,100,498,775,1,100.0
J0551,Drive Shaft,Additive,34,429,482,3,11.33
J0552,Engine Bracket,Assembly,83,488,774,3,27.67
J0553,Gear Box Cover,Milling,39,401,555,4,9.75
J0554,Battery Module,Assembly,75,481,652,4,18.75
J0555,Drive Shaft,Milling,79,338,611,1,79.0
J0556,EV Cooling Pipe,Drilling,107,126,270,1,107.0
J0557,Fuel Injector,Milling,53,364,617,2,26.5
J0558,Door Hinge,Welding,51,54,128,1,51.0
J0559,Sensor Housing,Grinding,51,389,509,1,51.0
J0560,CV Joint,Lathe,28,220,362,5,5.6
J0561,Control Module,Lathe,57,52,115,1,57.0
J0562,Engine Bracket,Milling,16,305,404,4,4.0
J0563,CV Joint,Drilling,57,198,454,1,57.0
J0564,Battery Module,Drilling,78,266,430,4,19.5
J0565,Sensor Housing,Grinding,39,154,261,4,9.75
J0566,Door Hinge,Welding,26,222,318,4,6.5
J0567,Gear Box Cover,Assembly,105,39,328,3,35.0
J0568,Chassis Frame,Drilling,85,253,438,4,21.25
J0569,Drive Shaft,Welding,43,3,147,3,14.33
J0570,Suspension Arm,Welding,107,441,716,4,26.75
J0571,Door Hinge,Milling,109,421,834,2,54.5
J0572,Suspension Arm,Drilling,82,485,669,4,20.5
J0573,ABS Module,Lathe,55,495,631,3,18.33
J0574,EV Cooling Pipe,Additive,105,124,395,4,26.25
J0575,Battery Cell Tray,Drilling,105,201,492,1,105.0
J0576,Engine Bracket,Assembly,80,279,451,5,16.0
J0577,Thermal Pad,Additive,64,482,727,2,32.0
J0578,Exhaust Manifold,Assembly,42,425,644,1,42.0
J0579,Gear Box Cover,Milling,68,71,301,3,22.67
J0580,EV Battery Case,Welding,89,78,383,4,22.25
J0581,Turbo Housing,Additive,81,245,531,5,16.2
J0582,Control Module,Assembly,93,214,585,1,93.0
J0583,EV Battery Case,Grinding,119,415,808,5,23.8
J0584,Drive Shaft,Grinding,103,127,411,2,51.5
J0585,Suspension Arm,Additive,77,330,580,4,19.25
J0586,EV Cooling Pipe,Drilling,60,54,116,1,60.0
J0587,Battery Cell Tray,Assembly,70,382,584,5,14.0
J0588,Fuel Injector,Welding,78,113,419,3,26.0
J0589,Sensor Housing,Milling,103,347,751,5,20.6
J0590,Exhaust Manifold,Grinding,8,247,268,3,2.67
J0591,Door Hinge,Milling,19,425,480,3,6.33
J0592,ABS Module,Milling,63,401,516,5,12.6
J0593,Suspension Arm,Grinding,65,49,226,4,16.25
J0594,Engine Bracket,Additive,43,22,246,1,43.0
J0595,Gear Box Cover,Lathe,48,331,406,2,24.0
J0596,CV Joint,Welding,27,282,349,3,9.0
J0597,Battery Module,Drilling,64,118,386,4,16.0
J0598,Engine Bracket,Assembly,86,336,643,4,21.5
J0599,Battery Cell Tray,Welding,83,452,636,4,20.75
J0600,Precision Shaft,Milling,54,2,236,2,27.0
J0601,Chassis Frame,Additive,101,360,493,5,20.2
J0602,Suspension Arm,Drilling,116,274,485,3,38.67
J0603,Turbo Housing,Assembly,63,58,188,4,15.75
J0604,Fuel Injector,Lathe,45,305,449,5,9.0
J0605,Drive Shaft,Drilling,19,178,287,4,4.75
J0606,Battery Cell Tray,Grinding,109,344,605,5,21.8
J0607,Gear Box Cover,Milling,91,68,319,1,91.0
J0608,Turbo Housing,Welding,19,93,207,2,9.5
J0609,Fuel Injector,Welding,58,305,398,5,11.6
J0610,CV Joint,Drilling,28,249,414,2,14.0
J0611,Suspension Arm,Additive,67,147,249,2,33.5
J0612,Engine Bracket,Welding,62,317,392,3,20.67
J0613,Turbo Housing,Assembly,22,99,219,5,4.4
J0614,Exhaust Manifold,Assembly,68,209,452,4,17.0
J0615,EV Battery Case,Lathe,112,227,589,2,56.0
J0616,Door Hinge,Grinding,8,407,512,2,4.0
J0617,Battery Module,Additive,40,115,292,3,13.33
J0618,CV Joint,Lathe,63,289,542,4,15.75
J0619,CV Joint,Additive,19,293,341,3,6.33
J0620,Thermal Pad,Lathe,51,277,521,1,51.0
J0621,Door Hinge,Additive,32,217,275,2,16.0
J0622,EV Battery Case,Welding,9,230,272,3,3.0
J0623,Battery Cell Tray,Assembly,115,60,296,2,57.5
J0624,Exhaust Manifold,Drilling,49,440,670,5,9.8
J0625,Brake Component,Lathe,83,71,259,2,41.5
J0626,CV Joint,Drilling,49,272,392,5,9.8
J0627,Battery Cell Tray,Milling,46,360,480,3,15.33
J0628,Exhaust Manifold,Grinding,114,263,425,2,57.0
J0629,Sensor Housing,Drilling,40,443,650,2,20.0
J0630,Fuel Injector,Welding,23,364,469,2,11.5
J0631,Fuel Injector,Welding,23,295,386,4,5.75
J0632,Turbo Housing,Assembly,14,324,361,4,3.5
J0633,ABS Module,Milling,40,355,489,4,10.0
J0634,Control Module,Additive,79,1,127,4,19.75
J0635,Precision Shaft,Welding,13,407,488,4,3.25
J0636,Suspension Arm,Additive,110,108,471,3,36.67
J0637,Sensor Housing,Lathe,41,172,353,5,8.2
J0638,Brake Component,Grinding,114,248,537,1,114.0
J0639,Chassis Frame,Additive,85,401,721,1,85.0
J0640,Exhaust Manifold,Drilling,25,225,366,1,25.0
J0641,Battery Module,Additive,93,465,625,3,31.0
J0642,EV Cooling Pipe,Grinding,117,140,304,3,39.0
J0643,Brake Component,Welding,52,340,558,2,26.0
J0644,EV Battery Case,Assembly,85,156,360,4,21.25
J0645,EV Battery Case,Drilling,17,0,71,4,4.25
J0646,Engine Bracket,Assembly,80,115,422,1,80.0
J0647,Sensor Housing,Welding,48,418,496,4,12.0
J0648,Chassis Frame,Grinding,14,117,229,1,14.0
J0649,Fuel Injector,Additive,45,188,309,2,22.5
J0650,EV Battery Case,Lathe,109,385,562,2,54.5
J0651,Thermal Pad,Milling,77,4,237,2,38.5
J0652,Drive Shaft,Assembly,97,109,283,4,24.25
J0653,Chassis Frame,Drilling,61,440,556,1,61.0
J0654,Control Module,Welding,101,63,465,4,25.25
J0655,EV Cooling Pipe,Assembly,45,405,485,2,22.5
J0656,Door Hinge,Drilling,15,127,214,1,15.0
J0657,Fuel Injector,Milling,71,310,511,2,35.5
J0658,Fuel Injector,Grinding,87,27,236,4,21.75
J0659,EV Battery Case,Lathe,35,255,453,5,7.0
J0660,Suspension Arm,Drilling,118,500,624,3,39.33
J0661,Control Module,Lathe,54,440,639,4,13.5
J0662,Engine Bracket,Lathe,92,88,421,1,92.0
J0663,Brake Component,Grinding,13,7,53,2,6.5
J0664,Turbo Housing,Additive,106,203,568,3,35.33
J0665,EV Battery Case,Assembly,58,216,453,4,14.5
J0666,EV Cooling Pipe,Grinding,73,275,505,2,36.5
J0667,Sensor Housing,Lathe,44,40,214,2,22.0
J0668,Door Hinge,Assembly,46,200,396,1,46.0
J0669,Brake Component,Drilling,60,373,649,2,30.0
J0670,Thermal Pad,Lathe,16,473,600,1,16.0
J0671,Chassis Frame,Grinding,82,28,268,2,41.0
J0672,ABS Module,Milling,95,70,170,2,47.5
J0673,Battery Module,Milling,71,264,535,3,23.67
J0674,Engine Bracket,Milling,21,383,472,1,21.0
J0675,EV Battery Case,Milling,108,219,466,5,21.6
J0676,Thermal Pad,Lathe,96,499,634,4,24.0
J0677,Battery Module,Milling,51,28,206,5,10.2
J0678,Chassis Frame,Drilling,25,130,181,5,5.0
J0679,Engine Bracket,Drilling,99,260,360,1,99.0
J0680,Sensor Housing,Drilling,10,241,297,4,2.5
J0681,Gear Box Cover,Milling,114,18,415,4,28.5
J0682,EV Battery Case,Lathe,36,213,330,3,12.0
J0683,Battery Module,Drilling,52,61,241,1,52.0
J0684,EV Battery Case,Welding,107,264,394,4,26.75
J0685,EV Battery Case,Lathe,115,144,418,3,38.33
J0686,Door Hinge,Lathe,63,4,161,2,31.5
J0687,Control Module,Lathe,105,155,384,4,26.25
J0688,CV Joint,Additive,68,395,661,2,34.0
J0689,Exhaust Manifold,Grinding,106,125,308,1,106.0
J0690,Suspension Arm,Grinding,34,277,399,1,34.0
J0691,Chassis Frame,Drilling,102,336,630,3,34.0
J0692,Brake Component,Drilling,72,121,300,4,18.0
J0693,Gear Box Cover,Additive,96,143,286,1,96.0
J0694,Thermal Pad,Assembly,71,211,461,3,23.67
J0695,Sensor Housing,Assembly,15,297,336,5,3.0
J0696,Battery Cell Tray,Grinding,109,201,348,5,21.8
J0697,Door Hinge,Milling,60,339,432,2,30.0
J0698,Suspension Arm,Welding,113,161,475,3,37.67
J0699,Sensor Housing,Additive,39,119,177,2,19.5
J0700,Chassis Frame,Drilling,103,299,457,2,51.5
J0701,Chassis Frame,Lathe,62,238,380,4,15.5
J0702,Thermal Pad,Milling,50,493,740,2,25.0
J0703,EV Battery Case,Drilling,64,135,417,1,64.0
J0704,Brake Component,Drilling,108,351,614,5,21.6
J0705,EV Battery Case,Assembly,111,438,716,2,55.5
J0706,Turbo Housing,Grinding,36,495,622,4,9.0
J0707,Engine Bracket,Welding,91,153,377,2,45.5
J0708,Gear Box Cover,Grinding,114,231,629,5,22.8
J0709,Chassis Frame,Grinding,64,52,321,2,32.0
J0710,Sensor Housing,Drilling,12,425,536,2,6.0
J0711,Battery Cell Tray,Lathe,110,205,505,1,110.0
J0712,EV Battery Case,Drilling,38,469,526,1,38.0
J0713,EV Battery Case,Additive,120,330,677,2,60.0
J0714,Brake Component,Welding,111,414,694,1,111.0
J0715,Exhaust Manifold,Additive,11,86,215,5,2.2
J0716,Fuel Injector,Assembly,97,202,553,1,97.0
J0717,Battery Module,Milling,59,88,237,2,29.5
J0718,Drive Shaft,Lathe,40,228,306,1,40.0
J0719,Exhaust Manifold,Lathe,83,125,359,4,20.75
J0720,Fuel Injector,Drilling,66,31,119,3,22.0
J0721,Gear Box Cover,Assembly,58,102,324,5,11.6
J0722,Control Module,Welding,107,278,394,4,26.75
J0723,Battery Cell Tray,Lathe,74,400,598,3,24.67
J0724,Engine Bracket,Milling,46,198,313,2,23.0
J0725,Brake Component,Additive,81,112,208,3,27.0
J0726,Gear Box Cover,Drilling,65,271,427,5,13.0
J0727,CV Joint,Additive,17,126,204,3,5.67
J0728,Battery Cell Tray,Additive,106,469,603,2,53.0
J0729,Battery Module,Drilling,107,198,486,2,53.5
J0730,Engine Bracket,Assembly,80,162,425,5,16.0
J0731,Battery Cell Tray,Drilling,94,180,562,2,47.0
J0732,Door Hinge,Drilling,112,414,778,5,22.4
J0733,Gear Box Cover,Lathe,67,19,109,1,67.0
J0734,Engine Bracket,Milling,33,10,177,4,8.25
J0735,Battery Module,Additive,83,103,252,3,27.67
J0736,Engine Bracket,Drilling,113,444,722,1,113.0
J0737,Turbo Housing,Additive,80,360,512,1,80.0
J0738,Fuel Injector,Lathe,51,491,560,3,17.0
J0739,Sensor Housing,Drilling,17,172,266,3,5.67
J0740,Suspension Arm,Drilling,98,485,806,4,24.5
J0741,Control Module,Drilling,95,495,877,5,19.0
J0742,Door Hinge,Assembly,90,301,480,4,22.5
J0743,Engine Bracket,Assembly,93,150,308,2,46.5
J0744,Drive Shaft,Milling,78,200,294,2,39.0
J0745,Battery Cell Tray,Grinding,108,495,916,2,54.0
J0746,Gear Box Cover,Milling,68,72,224,1,68.0
J0747,Suspension Arm,Welding,45,85,292,1,45.0
J0748,EV Battery Case,Milling,6,135,167,2,3.0
J0749,Brake Component,Welding,37,402,466,1,37.0
J0750,Exhaust Manifold,Welding,61,375,543,2,30.5
J0751,Fuel Injector,Grinding,117,193,489,5,23.4
J0752,Battery Module,Welding,111,245,651,2,55.5
J0753,Engine Bracket,Milling,14,409,431,3,4.67
J0754,Suspension Arm,Drilling,38,487,551,1,38.0
J0755,CV Joint,Grinding,118,192,392,1,118.0
J0756,Engine Bracket,Welding,48,304,509,4,12.0
J0757,Brake Component,Grinding,88,84,394,2,44.0
J0758,CV Joint,Assembly,47,105,200,4,11.75
J0759,Door Hinge,Drilling,98,276,509,3,32.67
J0760,CV Joint,Additive,17,25,142,5,3.4
J0761,Engine Bracket,Welding,67,78,158,3,22.33
J0762,Chassis Frame,Grinding,16,150,288,2,8.0
J0763,ABS Module,Additive,31,87,192,1,31.0
J0764,ABS Module,Assembly,19,157,277,4,4.75
J0765,Fuel Injector,Drilling,38,46,248,5,7.6
J0766,Battery Module,Welding,52,453,602,3,17.33
J0767,EV Cooling Pipe,Drilling,10,134,200,4,2.5
J0768,Sensor Housing,Additive,112,137,537,1,112.0
J0769,Control Module,Additive,94,341,484,1,94.0
J0770,Gear Box Cover,Lathe,74,211,533,5,14.8
J0771,Exhaust Manifold,Lathe,12,430,491,5,2.4
J0772,Gear Box Cover,Welding,92,443,778,5,18.4
J0773,Turbo Housing,Lathe,43,40,184,1,43.0
J0774,Sensor Housing,Grinding,120,264,676,5,24.0
J0775,Precision Shaft,Additive,101,229,418,2,50.5
J0776,EV Battery Case,Assembly,29,64,103,4,7.25
J0777,Drive Shaft,Milling,60,103,373,2,30.0
J0778,EV Battery Case,Welding,45,466,697,1,45.0
J0779,EV Cooling Pipe,Lathe,76,203,420,3,25.33
J0780,Drive Shaft,Lathe,63,469,755,1,63.0
J0781,Exhaust Manifold,Drilling,71,400,578,1,71.0
J0782,Battery Cell Tray,Additive,23,290,338,1,23.0
J0783,Control Module,Welding,17,402,492,5,3.4
J0784,Battery Cell Tray,Lathe,38,196,401,4,9.5
J0785,Fuel Injector,Drilling,65,19,128,3,21.67
J0786,Fuel Injector,Milling,84,311,600,1,84.0
J0787,EV Cooling Pipe,Milling,93,121,239,4,23.25
J0788,Door Hinge,Milling,7,172,283,3,2.33
J0789,Sensor Housing,Milling,112,251,413,2,56.0
J0790,Exhaust Manifold,Lathe,100,226,490,3,33.33
J0791,Precision Shaft,Additive,87,45,228,4,21.75
J0792,Control Module,Additive,57,379,560,5,11.4
J0793,EV Battery Case,Milling,12,263,376,2,6.0
J0794,Turbo Housing,Lathe,95,259,560,2,47.5
J0795,Brake Component,Drilling,8,88,120,2,4.0
J0796,Precision Shaft,Milling,9,233,248,3,3.0
J0797,Fuel Injector,Assembly,52,421,591,5,10.4
J0798,Control Module,Welding,20,348,375,2,10.0
J0799,Battery Cell Tray,Lathe,81,228,399,4,20.25
J0800,EV Battery Case,Milling,49,176,266,3,16.33
J0801,Battery Cell Tray,Additive,8,197,211,2,4.0
J0802,Precision Shaft,Milling,32,438,526,2,16.0
J0803,Engine Bracket,Welding,88,209,559,1,88.0
J0804,Engine Bracket,Drilling,21,331,396,5,4.2
J0805,Exhaust Manifold,Welding,37,311,426,3,12.33
J0806,Precision Shaft,Welding,114,178,527,3,38.0
J0807,Fuel Injector,Lathe,43,346,522,5,8.6
J0808,CV Joint,Assembly,18,3,151,3,6.0
J0809,Chassis Frame,Welding,81,311,536,3,27.0
J0810,Suspension Arm,Additive,13,172,311,3,4.33
J0811,Precision Shaft,Drilling,40,133,340,3,13.33
J0812,Drive Shaft,Welding,71,391,523,1,71.0
J0813,ABS Module,Milling,89,163,323,1,89.0
J0814,Fuel Injector,Assembly,38,464,609,4,9.5
J0815,Precision Shaft,Milling,9,298,397,5,1.8
J0816,ABS Module,Assembly,97,365,575,5,19.4
J0817,CV Joint,Drilling,50,259,385,2,25.0
J0818,EV Cooling Pipe,Assembly,42,49,211,2,21.0
J0819,EV Battery Case,Drilling,108,286,487,3,36.0
J0820,Exhaust Manifold,Additive,50,114,354,3,16.67
J0821,Battery Cell Tray,Milling,118,169,477,3,39.33
J0822,Brake Component,Additive,64,435,529,4,16.0
J0823,Precision Shaft,Lathe,86,298,420,4,21.5
J0824,Door Hinge,Welding,20,444,561,5,4.0
J0825,Sensor Housing,Drilling,11,445,565,2,5.5
J0826,Sensor Housing,Milling,48,209,402,4,12.0
J0827,ABS Module,Milling,115,366,573,1,115.0
J0828,Engine Bracket,Welding,85,90,335,1,85.0
J0829,Battery Module,Welding,40,107,190,5,8.0
J0830,Drive Shaft,Welding,105,390,540,2,52.5
J0831,ABS Module,Welding,86,219,511,4,21.5
J0832,Control Module,Grinding,5,19,92,2,2.5
J0833,Engine Bracket,Assembly,119,164,554,2,59.5
J0834,Gear Box Cover,Assembly,5,320,418,2,2.5
J0835,Chassis Frame,Welding,117,176,452,2,58.5
J0836,EV Battery Case,Additive,69,301,448,2,34.5
J0837,Turbo Housing,Lathe,10,152,199,4,2.5
J0838,Suspension Arm,Welding,72,172,355,2,36.0
J0839,Fuel Injector,Grinding,50,384,482,2,25.0
J0840,Engine Bracket,Lathe,34,114,181,2,17.0
J0841,Brake Component,Welding,69,86,186,3,23.0
J0842,Drive Shaft,Grinding,117,327,574,5,23.4
J0843,Brake Component,Assembly,81,24,160,1,81.0
J0844,Chassis Frame,Lathe,19,213,345,4,4.75
J0845,Engine Bracket,Milling,37,242,318,2,18.5
J0846,EV Cooling Pipe,Lathe,58,338,421,5,11.6
J0847,Chassis Frame,Lathe,82,358,510,4,20.5
J0848,Chassis Frame,Additive,97,316,473,3,32.33
J0849,Precision Shaft,Additive,18,254,322,5,3.6
J0850,Control Module,Assembly,38,425,596,2,19.0
J0851,CV Joint,Welding,57,151,249,1,57.0
J0852,Gear Box Cover,Grinding,31,352,506,3,10.33
J0853,Battery Cell Tray,Assembly,6,343,360,1,6.0
J0854,EV Battery Case,Assembly,68,76,167,5,13.6
J0855,Thermal Pad,Milling,97,51,279,2,48.5
J0856,Battery Module,Additive,38,237,287,1,38.0
J0857,Suspension Arm,Welding,10,436,483,3,3.33
J0858,Engine Bracket,Additive,99,59,206,1,99.0
J0859,Control Module,Welding,22,339,404,3,7.33
J0860,Suspension Arm,Drilling,84,137,268,3,28.0
J0861,EV Cooling Pipe,Additive,19,205,326,4,4.75
J0862,Battery Module,Grinding,54,353,529,4,13.5
J0863,Chassis Frame,Welding,21,356,392,2,10.5
J0864,Drive Shaft,Welding,80,247,551,2,40.0
J0865,ABS Module,Welding,104,183,301,2,52.0
J0866,Brake Component,Grinding,19,454,578,4,4.75
J0867,Turbo Housing,Additive,38,335,453,1,38.0
J0868,Suspension Arm,Lathe,100,295,684,2,50.0
J0869,Chassis Frame,Welding,71,352,602,5,14.2
J0870,Control Module,Assembly,89,372,588,4,22.25
J0871,CV Joint,Lathe,91,328,616,2,45.5
J0872,Turbo Housing,Additive,11,5,98,2,5.5
J0873,EV Battery Case,Additive,65,436,627,2,32.5
J0874,EV Cooling Pipe,Grinding,67,164,292,3,22.33
J0875,Fuel Injector,Additive,69,114,323,4,17.25
J0876,Battery Cell Tray,Welding,35,40,192,4,8.75
J0877,Suspension Arm,Grinding,16,438,581,4,4.0
J0878,Chassis Frame,Welding,68,381,616,1,68.0
J0879,Engine Bracket,Additive,57,18,217,5,11.4
J0880,CV Joint,Drilling,16,405,498,5,3.2
J0881,Control Module,Additive,88,343,664,3,29.33
J0882,Suspension Arm,Lathe,11,418,457,4,2.75
J0883,Thermal Pad,Grinding,103,317,662,3,34.33
J0884,Suspension Arm,Milling,17,388,461,1,17.0
J0885,Turbo Housing,Milling,111,324,584,5,22.2
J0886,ABS Module,Drilling,94,54,171,2,47.0
J0887,EV Cooling Pipe,Lathe,110,367,686,1,110.0
J0888,Precision Shaft,Welding,30,96,156,4,7.5
J0889,Chassis Frame,Additive,110,400,607,3,36.67
J0890,Chassis Frame,Additive,58,23,243,5,11.6
J0891,Turbo Housing,Drilling,119,230,583,5,23.8
J0892,CV Joint,Welding,68,2,205,1,68.0
J0893,Battery Module,Assembly,112,299,658,5,22.4
J0894,Fuel Injector,Assembly,79,88,232,1,79.0
J0895,Fuel Injector,Welding,81,310,555,5,16.2
J0896,Fuel Injector,Milling,82,468,677,3,27.33
J0897,Exhaust Manifold,Lathe,42,231,307,2,21.0
J0898,CV Joint,Additive,94,453,809,3,31.33
J0899,Precision Shaft,Drilling,45,364,597,5,9.0
J0900,Sensor Housing,Assembly,31,319,424,3,10.33
J0901,CV Joint,Assembly,88,499,678,5,17.6
J0902,CV Joint,Welding,86,165,310,3,28.67
J0903,Door Hinge,Additive,79,292,584,5,15.8
J0904,Chassis Frame,Grinding,59,413,475,5,11.8
J0905,Precision Shaft,Milling,53,74,140,1,53.0
J0906,EV Cooling Pipe,Drilling,101,402,585,3,33.67
J0907,CV Joint,Grinding,112,31,294,2,56.0
J0908,Drive Shaft,Additive,50,416,581,1,50.0
J0909,Fuel Injector,Drilling,91,378,583,5,18.2
J0910,Brake Component,Welding,70,401,674,3,23.33
J0911,CV Joint,Grinding,54,213,468,3,18.0
J0912,Drive Shaft,Additive,6,380,418,2,3.0
J0913,Control Module,Additive,104,440,770,2,52.0
J0914,Door Hinge,Welding,80,279,459,2,40.0
J0915,Battery Module,Assembly,27,349,395,2,13.5
J0916,Exhaust Manifold,Milling,70,61,227,1,70.0
J0917,Battery Cell Tray,Additive,76,135,244,2,38.0
J0918,Sensor Housing,Grinding,37,2,123,4,9.25
J0919,Brake Component,Additive,24,475,581,5,4.8
J0920,Battery Cell Tray,Lathe,85,315,554,4,21.25
J0921,Turbo Housing,Drilling,50,37,287,3,16.67
J0922,Battery Module,Welding,28,266,311,5,5.6
J0923,Control Module,Drilling,74,274,451,1,74.0
J0924,Control Module,Milling,118,109,396,3,39.33
J0925,ABS Module,Lathe,32,486,676,5,6.4
J0926,Control Module,Welding,110,385,499,1,110.0
J0927,Drive Shaft,Drilling,35,463,662,5,7.0
J0928,Fuel Injector,Additive,10,349,472,3,3.33
J0929,Door Hinge,Grinding,19,197,281,5,3.8
J0930,Turbo Housing,Additive,71,420,688,3,23.67
J0931,Door Hinge,Assembly,70,228,422,1,70.0
J0932,Chassis Frame,Drilling,29,164,324,1,29.0
J0933,EV Battery Case,Drilling,103,275,651,1,103.0
J0934,Chassis Frame,Drilling,90,322,521,4,22.5
J0935,EV Battery Case,Assembly,73,424,676,4,18.25
J0936,Suspension Arm,Grinding,92,78,182,4,23.0
J0937,EV Cooling Pipe,Lathe,16,37,66,2,8.0
J0938,Exhaust Manifold,Welding,14,294,366,3,4.67
J0939,Suspension Arm,Grinding,62,322,487,4,15.5
J0940,Engine Bracket,Assembly,54,344,428,5,10.8
J0941,Brake Component,Assembly,97,316,445,5,19.4
J0942,Chassis Frame,Milling,113,37,333,5,22.6
J0943,EV Battery Case,Milling,105,351,610,5,21.0
J0944,Fuel Injector,Additive,102,474,800,4,25.5
J0945,CV Joint,Drilling,89,15,346,2,44.5
J0946,Door Hinge,Assembly,22,382,504,5,4.4
J0947,CV Joint,Additive,23,152,270,1,23.0
J0948,Engine Bracket,Lathe,76,72,179,1,76.0
J0949,Precision Shaft,Assembly,81,201,325,3,27.0
J0950,Exhaust Manifold,Assembly,99,462,737,2,49.5
J0951,Battery Module,Drilling,113,262,447,2,56.5
J0952,Chassis Frame,Drilling,83,427,639,2,41.5
J0953,Thermal Pad,Assembly,90,409,526,5,18.0
J0954,EV Cooling Pipe,Grinding,75,37,186,1,75.0
J0955,Suspension Arm,Milling,30,371,549,4,7.5
J0956,Door Hinge,Lathe,21,343,424,1,21.0
J0957,ABS Module,Welding,13,460,497,3,4.33
J0958,Battery Cell Tray,Drilling,47,315,530,3,15.67
J0959,Exhaust Manifold,Drilling,77,290,460,3,25.67
J0960,Exhaust Manifold,Milling,5,160,196,2,2.5
J0961,ABS Module,Welding,112,184,364,3,37.33
J0962,ABS Module,Lathe,62,183,443,3,20.67
J0963,Sensor Housing,Lathe,18,89,127,3,6.0
J0964,EV Battery Case,Grinding,30,134,324,1,30.0
J0965,Battery Cell Tray,Lathe,113,259,695,1,113.0
J0966,Brake Component,Lathe,56,393,600,2,28.0
J0967,Sensor Housing,Milling,38,278,454,4,9.5
J0968,Door Hinge,Drilling,55,114,366,5,11.0
J0969,Fuel Injector,Milling,64,256,450,1,64.0
J0970,Drive Shaft,Assembly,69,5,243,2,34.5
J0971,Thermal Pad,Drilling,26,387,544,2,13.0
J0972,ABS Module,Milling,27,289,460,2,13.5
J0973,Gear Box Cover,Grinding,10,112,219,4,2.5
J0974,Precision Shaft,Lathe,38,189,286,1,38.0
J0975,Thermal Pad,Grinding,106,184,488,4,26.5
J0976,Turbo Housing,Assembly,10,332,383,1,10.0
J0977,CV Joint,Lathe,111,140,385,5,22.2
J0978,Battery Cell Tray,Assembly,27,192,315,3,9.0
J0979,EV Cooling Pipe,Welding,119,427,585,5,23.8
J0980,Control Module,Welding,33,264,400,3,11.0
J0981,Turbo Housing,Drilling,106,246,661,1,106.0
J0982,Turbo Housing,Assembly,61,84,203,1,61.0
